study,treatment,pid,m3_b3
9,m3,QXEPS,0.100000001
9,m3,REAVM,0.400000006
9,m3,RLFXE,0
9,m3,RRFWI,0.200000003
9,m3,RRKTM,0.300000012
9,m3,RSFYN,0.300000012
9,m3,SIBYL,0.100000001
9,m3,SLETN,0.400000006
9,m3,SLKSA,0.100000001
9,m3,SNJRM,0.5
9,m3,TPCGC,0.100000001
9,m3,USYLJ,0.200000003
9,m3,UUYLF,0.100000001
9,m3,UWXVV,0.100000001
9,m3,VTIEK,0.699999988
9,m3,VTWWG,0.050000001
9,m3,VWIIZ,0.600000024
9,m3,VWQJN,0.200000003
9,m3,VWTHZ,0.400000006
9,m3,WOZHY,0.100000001
9,m3,WSKMW,0.100000001
9,m3,WTZSC,0.400000006
9,m3,WVBUA,0.100000001
9,m3,XCRTP,0.300000012
9,m3,XYJIX,0.100000001
9,m3,YEXRD,0.100000001
9,m3,YGDVU,0.100000001
9,m3,YHEMK,0.200000003
9,m3,YHGBZ,0.600000024
9,m3,YIPBA,0.300000012
9,m3,YSSFZ,0.050000001
9,m3,ZCZJN,0.5
9,m3,ZDOYC,0.300000012
10,m2,AGNPX,
10,m2,AIRBM,
10,m2,ARLEI,
10,m2,BBECX,
10,m2,BHPTI,
10,m2,BIYDE,
10,m2,BKCFP,
10,m2,BNPKB,
10,m2,BZRFC,
10,m2,CHIBT,
10,m2,CHJWI,
10,m2,COGEW,
10,m2,CUCGB,
10,m2,CYLLX,
10,m2,CYWGM,
10,m2,DBEOL,
10,m2,DCRKI,
10,m2,DLIYI,
10,m2,DOPFI,
10,m2,DPJYN,
10,m2,DRIUI,
10,m2,DSMMR,
10,m2,DUYEG,
10,m2,EDRGS,
10,m2,EFVYH,
10,m2,EMHKN,
10,m2,FDEEF,
10,m2,FGOQM,
10,m2,FTHMZ,
10,m2,FZDWW,
10,m2,FZMNK,
10,m2,GLFJZ,
10,m2,GZRWQ,
10,m2,HARNQ,
10,m2,HBEWR,
10,m2,HBQXZ,
10,m2,HEJKB,
10,m2,HFNSC,
10,m2,HJBDQ,
10,m2,HJEZS,
10,m2,IBCCH,
10,m2,ITXLG,
10,m2,IXRCJ,
10,m2,JAYYJ,
10,m2,JDVOM,
10,m2,JFFDX,
10,m2,JJAGL,
10,m2,JUSNB,
10,m2,JVWRC,
10,m2,JXCTF,
10,m2,KBPUC,
10,m2,KCPRJ,
10,m2,KIYTT,
10,m2,KRWHP,
10,m2,KSQVW,
10,m2,LFMEQ,
10,m2,LYFOV,
10,m2,MHKGW,
10,m2,MLXQY,
10,m2,MPQVV,
10,m2,MWDSM,
10,m2,MWTSC,
10,m2,MXZEG,
10,m2,NDNSG,
10,m2,NERZB,
10,m2,OEXJH,
10,m2,OJYDQ,
10,m2,OLPSA,
10,m2,OPSPN,
10,m2,OTJYA,
10,m2,PDSGL,
10,m2,PGVWP,
10,m2,PPZPY,
10,m2,PVBVQ,
10,m2,PWJJQ,
10,m2,QCTQV,
10,m2,QRNNV,
10,m2,QYBZC,
10,m2,RJKJF,
10,m2,RKDZV,
10,m2,RKTOH,
10,m2,RQOBK,
10,m2,RTXTZ,
10,m2,RZIII,
10,m2,SKXRF,
10,m2,SNNRO,
10,m2,SOOYS,
10,m2,SVOWQ,
10,m2,SXMNT,
10,m2,TDFNU,
10,m2,TDLLY,
10,m2,TICTG,
10,m2,TLEEF,
10,m2,TNUTC,
10,m2,TPMTB,
10,m2,TQUSO,
10,m2,TVNAD,
10,m2,TYDLF,
10,m2,TZHAK,
10,m2,UFEYS,
10,m2,UONRK,
10,m2,UXMBH,
10,m2,UYSCS,
10,m2,VBFGR,
10,m2,VEOXL,
10,m2,VHWFI,
10,m2,VQQGL,
10,m2,VSYYJ,
10,m2,WEESC,
10,m2,WEZFA,
10,m2,WOVCG,
10,m2,WTOCY,
10,m2,WUKAA,
10,m2,XDCSW,
10,m2,XEPOZ,
10,m2,XJMAV,
10,m2,XMREM,
10,m2,XPQFY,
10,m2,YIQTI,
10,m2,YJPRG,
10,m2,YKWAH,
10,m2,YMKYG,
10,m2,YPCFD,
10,m2,YQXIE,
10,m2,YUMWF,
10,m2,YYYQL,
10,m2,ZHMDL,
10,m2,ZJGNP,
10,m3,AFKFA,0.100000001
10,m3,AYJQH,0.25
10,m3,BGRYT,0
10,m3,BNSRX,0.300000012
10,m3,BRCTI,0.5
10,m3,BUTQG,0.050000001
10,m3,BXBPO,0.100000001
10,m3,BYUFT,0.400000006
10,m3,CQEXW,0.300000012
10,m3,CTDTP,0.600000024
10,m3,CTPQT,0.25
10,m3,DDLIA,0.200000003
10,m3,DMIIF,0.400000006
10,m3,DOPUB,0
10,m3,EALGQ,0.100000001
10,m3,EXHNR,0.050000001
10,m3,FFVHW,0.600000024
10,m3,FJTDI,0.200000003
10,m3,FOMBY,0.200000003
10,m3,FRHWQ,0.050000001
10,m3,GCPKB,0.400000006
10,m3,GFHGK,0.300000012
10,m3,GLYRR,0.100000001
10,m3,GOQTH,0.200000003
10,m3,HDWQD,0.200000003
10,m3,HKTWT,0.200000003
10,m3,HSACH,0.5
10,m3,HWAXH,0.100000001
10,m3,HWHKM,0.100000001
10,m3,HXXGB,0.01
10,m3,IEZOP,0.100000001
10,m3,IKPCK,0.100000001
10,m3,IXIJM,0
10,m3,JDMRD,0.400000006
10,m3,JERHM,0.300000012
10,m3,JJWQH,0.860000014
10,m3,KGDEO,0.200000003
10,m3,KMTVC,0.400000006
10,m3,KPQUF,0.050000001
10,m3,KXHZX,0.300000012
10,m3,KYQVB,0.100000001
10,m3,LCSDI,0.600000024
10,m3,LJPBD,0.200000003
10,m3,LMKYB,0
10,m3,LVFGB,0.02
10,m3,LXMYX,0.150000006
10,m3,LYXBB,0.300000012
10,m3,MLVJZ,0
10,m3,MMOYA,0.300000012
10,m3,MNRLM,0.300000012
10,m3,MQOED,0.850000024
10,m3,MREFB,0.400000006
10,m3,MUPMA,0.400000006
10,m3,MYWHH,0.400000006
10,m3,NLTVU,0.100000001
10,m3,NQYQN,0.050000001
10,m3,OAKPV,0.100000001
10,m3,OCSVL,0.270000011
10,m3,ODNWH,0.100000001
10,m3,OOJMX,0.07
10,m3,OPAXV,0.200000003
10,m3,PEOLU,0.200000003
10,m3,PHTZT,0.100000001
10,m3,POXNY,0.200000003
10,m3,PYBWP,0.25
10,m3,PZCZV,0.100000001
10,m3,QECXS,0
10,m3,QHNUD,0.100000001
10,m3,QKAZU,0.300000012
10,m3,QRVVY,0.400000006
10,m3,QVBAP,0.050000001
10,m3,QXEPS,0.300000012
10,m3,REAVM,0.239999995
10,m3,RLFXE,0
10,m3,RRFWI,0.100000001
10,m3,RRKTM,0.300000012
10,m3,RSFYN,0.349999994
10,m3,SIBYL,0.100000001
10,m3,SLETN,0.200000003
10,m3,SLKSA,0.200000003
10,m3,SNJRM,0.300000012
10,m3,TPCGC,0.300000012
10,m3,USYLJ,0.100000001
10,m3,UUYLF,0.100000001
10,m3,UWXVV,0.5
10,m3,VTIEK,0.200000003
10,m3,VTWWG,0.100000001
10,m3,VWIIZ,0.5
10,m3,VWQJN,0.200000003
10,m3,VWTHZ,0.400000006
10,m3,WOZHY,0.300000012
10,m3,WSKMW,0.300000012
10,m3,WTZSC,0.400000006
10,m3,WVBUA,0.100000001
10,m3,XCRTP,0.200000003
10,m3,XYJIX,0.050000001
10,m3,YEXRD,0.300000012
10,m3,YGDVU,0.050000001
10,m3,YHEMK,0.200000003
10,m3,YHGBZ,0.600000024
10,m3,YIPBA,0.300000012
10,m3,YSSFZ,0.100000001
10,m3,ZCZJN,0.400000006
10,m3,ZDOYC,0
11,m2,AGNPX,
11,m2,AIRBM,
11,m2,ARLEI,
11,m2,BBECX,
11,m2,BHPTI,
11,m2,BIYDE,
11,m2,BKCFP,
11,m2,BNPKB,
11,m2,BZRFC,
11,m2,CHIBT,
11,m2,CHJWI,
11,m2,COGEW,
11,m2,CUCGB,
11,m2,CYLLX,
11,m2,CYWGM,
11,m2,DBEOL,
11,m2,DCRKI,
11,m2,DLIYI,
11,m2,DOPFI,
11,m2,DPJYN,
11,m2,DRIUI,
11,m2,DSMMR,
11,m2,DUYEG,
11,m2,EDRGS,
11,m2,EFVYH,
11,m2,EMHKN,
11,m2,FDEEF,
11,m2,FGOQM,
11,m2,FTHMZ,
11,m2,FZDWW,
11,m2,FZMNK,
11,m2,GLFJZ,
11,m2,GZRWQ,
11,m2,HARNQ,
11,m2,HBEWR,
11,m2,HBQXZ,
11,m2,HEJKB,
11,m2,HFNSC,
11,m2,HJBDQ,
11,m2,HJEZS,
11,m2,IBCCH,
11,m2,ITXLG,
11,m2,IXRCJ,
11,m2,JAYYJ,
11,m2,JDVOM,
11,m2,JFFDX,
11,m2,JJAGL,
11,m2,JUSNB,
11,m2,JVWRC,
11,m2,JXCTF,
11,m2,KBPUC,
11,m2,KCPRJ,
11,m2,KIYTT,
11,m2,KRWHP,
11,m2,KSQVW,
11,m2,LFMEQ,
11,m2,LYFOV,
11,m2,MHKGW,
11,m2,MLXQY,
11,m2,MPQVV,
11,m2,MWDSM,
11,m2,MWTSC,
11,m2,MXZEG,
11,m2,NDNSG,
11,m2,NERZB,
11,m2,OEXJH,
11,m2,OJYDQ,
11,m2,OLPSA,
11,m2,OPSPN,
11,m2,OTJYA,
11,m2,PDSGL,
11,m2,PGVWP,
11,m2,PPZPY,
11,m2,PVBVQ,
11,m2,PWJJQ,
11,m2,QCTQV,
11,m2,QRNNV,
11,m2,QYBZC,
11,m2,RJKJF,
11,m2,RKDZV,
11,m2,RKTOH,
11,m2,RQOBK,
11,m2,RTXTZ,
11,m2,RZIII,
11,m2,SKXRF,
11,m2,SNNRO,
11,m2,SOOYS,
11,m2,SVOWQ,
11,m2,SXMNT,
11,m2,TDFNU,
11,m2,TDLLY,
11,m2,TICTG,
11,m2,TLEEF,
11,m2,TNUTC,
11,m2,TPMTB,
11,m2,TQUSO,
11,m2,TVNAD,
11,m2,TYDLF,
11,m2,TZHAK,
11,m2,UFEYS,
11,m2,UONRK,
11,m2,UXMBH,
11,m2,UYSCS,
11,m2,VBFGR,
11,m2,VEOXL,
11,m2,VHWFI,
11,m2,VQQGL,
11,m2,VSYYJ,
11,m2,WEESC,
11,m2,WEZFA,
11,m2,WOVCG,
11,m2,WTOCY,
11,m2,WUKAA,
11,m2,XDCSW,
11,m2,XEPOZ,
11,m2,XJMAV,
11,m2,XMREM,
11,m2,XPQFY,
11,m2,YIQTI,
11,m2,YJPRG,
11,m2,YKWAH,
11,m2,YMKYG,
11,m2,YPCFD,
11,m2,YQXIE,
11,m2,YUMWF,
11,m2,YYYQL,
11,m2,ZHMDL,
11,m2,ZJGNP,
11,m3,AFKFA,0.5
11,m3,AYJQH,0.200000003
11,m3,BGRYT,0
11,m3,BNSRX,0.899999976
11,m3,BRCTI,0.200000003
11,m3,BUTQG,0.699999988
11,m3,BXBPO,1
11,m3,BYUFT,0.720000029
11,m3,CQEXW,0.300000012
11,m3,CTDTP,0.800000012
11,m3,CTPQT,0.600000024
11,m3,DDLIA,0.5
11,m3,DMIIF,0.5
11,m3,DOPUB,1
11,m3,EALGQ,0.699999988
11,m3,EXHNR,0.449999988
11,m3,FFVHW,0.600000024
11,m3,FJTDI,0.850000024
11,m3,FOMBY,0.800000012
11,m3,FRHWQ,0.949999988
11,m3,GCPKB,1
11,m3,GFHGK,1
11,m3,GLYRR,0.5
11,m3,GOQTH,0.200000003
11,m3,HDWQD,0.100000001
11,m3,HKTWT,0.5
11,m3,HSACH,0.600000024
11,m3,HWAXH,0.349999994
11,m3,HWHKM,0.200000003
11,m3,HXXGB,0.200000003
11,m3,IEZOP,0.200000003
11,m3,IKPCK,0.200000003
11,m3,IXIJM,0.059999999
11,m3,JDMRD,0.479999989
11,m3,JERHM,0.899999976
11,m3,JJWQH,0.899999976
11,m3,KGDEO,0.5
11,m3,KMTVC,0.800000012
11,m3,KPQUF,0.850000024
11,m3,KXHZX,0.600000024
11,m3,KYQVB,0.400000006
11,m3,LCSDI,0.959999979
11,m3,LJPBD,0.699999988
11,m3,LMKYB,0.200000003
11,m3,LVFGB,0.200000003
11,m3,LXMYX,0.330000013
11,m3,LYXBB,0.699999988
11,m3,MLVJZ,0.800000012
11,m3,MMOYA,0.300000012
11,m3,MNRLM,0.300000012
11,m3,MQOED,0.850000024
11,m3,MREFB,0.5
11,m3,MUPMA,0.5
11,m3,MYWHH,0.550000012
11,m3,NLTVU,0.800000012
11,m3,NQYQN,0.200000003
11,m3,OAKPV,0.200000003
11,m3,OCSVL,0.189999998
11,m3,ODNWH,0.200000003
11,m3,OOJMX,0.200000003
11,m3,OPAXV,0.300000012
11,m3,PEOLU,0.699999988
11,m3,PHTZT,0.400000006
11,m3,POXNY,0.550000012
11,m3,PYBWP,1
11,m3,PZCZV,0.400000006
11,m3,QECXS,0.400000006
11,m3,QHNUD,0.5
11,m3,QKAZU,0.600000024
11,m3,QRVVY,0.550000012
11,m3,QVBAP,0.949999988
11,m3,QXEPS,0.300000012
11,m3,REAVM,0.319999993
11,m3,RLFXE,0.949999988
11,m3,RRFWI,1
11,m3,RRKTM,1
11,m3,RSFYN,0.649999976
11,m3,SIBYL,0.150000006
11,m3,SLETN,0.699999988
11,m3,SLKSA,0.800000012
11,m3,SNJRM,0.699999988
11,m3,TPCGC,0.600000024
11,m3,USYLJ,0.800000012
11,m3,UUYLF,0.699999988
11,m3,UWXVV,0.699999988
11,m3,VTIEK,1
11,m3,VTWWG,0.699999988
11,m3,VWIIZ,0.5
11,m3,VWQJN,0.300000012
11,m3,VWTHZ,0.100000001
11,m3,WOZHY,0.200000003
11,m3,WSKMW,0.200000003
11,m3,WTZSC,0.400000006
11,m3,WVBUA,0.300000012
11,m3,XCRTP,0.800000012
11,m3,XYJIX,0.200000003
11,m3,YEXRD,0.699999988
11,m3,YGDVU,0.200000003
11,m3,YHEMK,0.600000024
11,m3,YHGBZ,0.5
11,m3,YIPBA,0.699999988
11,m3,YSSFZ,0.300000012
11,m3,ZCZJN,0.800000012
11,m3,ZDOYC,0.300000012
12,m2,AGNPX,
12,m2,AIRBM,
12,m2,ARLEI,
12,m2,BBECX,
12,m2,BHPTI,
12,m2,BIYDE,
12,m2,BKCFP,
12,m2,BNPKB,
12,m2,BZRFC,
12,m2,CHIBT,
12,m2,CHJWI,
12,m2,COGEW,
12,m2,CUCGB,
12,m2,CYLLX,
12,m2,CYWGM,
12,m2,DBEOL,
12,m2,DCRKI,
12,m2,DLIYI,
12,m2,DOPFI,
12,m2,DPJYN,
12,m2,DRIUI,
12,m2,DSMMR,
12,m2,DUYEG,
12,m2,EDRGS,
12,m2,EFVYH,
12,m2,EMHKN,
12,m2,FDEEF,
12,m2,FGOQM,
12,m2,FTHMZ,
12,m2,FZDWW,
12,m2,FZMNK,
12,m2,GLFJZ,
12,m2,GZRWQ,
12,m2,HARNQ,
12,m2,HBEWR,
12,m2,HBQXZ,
12,m2,HEJKB,
12,m2,HFNSC,
12,m2,HJBDQ,
12,m2,HJEZS,
12,m2,IBCCH,
12,m2,ITXLG,
12,m2,IXRCJ,
12,m2,JAYYJ,
12,m2,JDVOM,
12,m2,JFFDX,
12,m2,JJAGL,
12,m2,JUSNB,
12,m2,JVWRC,
12,m2,JXCTF,
12,m2,KBPUC,
12,m2,KCPRJ,
12,m2,KIYTT,
12,m2,KRWHP,
12,m2,KSQVW,
12,m2,LFMEQ,
12,m2,LYFOV,
12,m2,MHKGW,
12,m2,MLXQY,
12,m2,MPQVV,
12,m2,MWDSM,
12,m2,MWTSC,
12,m2,MXZEG,
12,m2,NDNSG,
12,m2,NERZB,
12,m2,OEXJH,
12,m2,OJYDQ,
12,m2,OLPSA,
12,m2,OPSPN,
12,m2,OTJYA,
12,m2,PDSGL,
12,m2,PGVWP,
12,m2,PPZPY,
12,m2,PVBVQ,
12,m2,PWJJQ,
12,m2,QCTQV,
12,m2,QRNNV,
12,m2,QYBZC,
12,m2,RJKJF,
12,m2,RKDZV,
12,m2,RKTOH,
12,m2,RQOBK,
12,m2,RTXTZ,
12,m2,RZIII,
12,m2,SKXRF,
12,m2,SNNRO,
12,m2,SOOYS,
12,m2,SVOWQ,
12,m2,SXMNT,
12,m2,TDFNU,
12,m2,TDLLY,
12,m2,TICTG,
12,m2,TLEEF,
12,m2,TNUTC,
12,m2,TPMTB,
12,m2,TQUSO,
12,m2,TVNAD,
12,m2,TYDLF,
12,m2,TZHAK,
12,m2,UFEYS,
12,m2,UONRK,
12,m2,UXMBH,
12,m2,UYSCS,
12,m2,VBFGR,
12,m2,VEOXL,
12,m2,VHWFI,
12,m2,VQQGL,
12,m2,VSYYJ,
12,m2,WEESC,
12,m2,WEZFA,
12,m2,WOVCG,
12,m2,WTOCY,
12,m2,WUKAA,
12,m2,XDCSW,
12,m2,XEPOZ,
12,m2,XJMAV,
12,m2,XMREM,
12,m2,XPQFY,
12,m2,YIQTI,
12,m2,YJPRG,
12,m2,YKWAH,
12,m2,YMKYG,
12,m2,YPCFD,
12,m2,YQXIE,
12,m2,YUMWF,
12,m2,YYYQL,
12,m2,ZHMDL,
12,m2,ZJGNP,
12,m3,AFKFA,0.400000006
12,m3,AYJQH,0.150000006
12,m3,BGRYT,1
12,m3,BNSRX,0.899999976
12,m3,BRCTI,0.699999988
12,m3,BUTQG,0.600000024
12,m3,BXBPO,0.850000024
12,m3,BYUFT,0.189999998
12,m3,CQEXW,0.300000012
12,m3,CTDTP,0.850000024
12,m3,CTPQT,0.300000012
12,m3,DDLIA,0.100000001
12,m3,DMIIF,0.899999976
12,m3,DOPUB,0.899999976
12,m3,EALGQ,0.400000006
12,m3,EXHNR,0.300000012
12,m3,FFVHW,0.400000006
12,m3,FJTDI,0.75
12,m3,FOMBY,0.850000024
12,m3,FRHWQ,0.050000001
12,m3,GCPKB,1
12,m3,GFHGK,0.689999998
12,m3,GLYRR,0.5
12,m3,GOQTH,0.600000024
12,m3,HDWQD,0.340000004
12,m3,HKTWT,0.5
12,m3,HSACH,0.5
12,m3,HWAXH,0.200000003
12,m3,HWHKM,0.25
12,m3,HXXGB,0.100000001
12,m3,IEZOP,0.100000001
12,m3,IKPCK,0.100000001
12,m3,IXIJM,0.050000001
12,m3,JDMRD,0.550000012
12,m3,JERHM,0.829999983
12,m3,JJWQH,0.899999976
12,m3,KGDEO,0.400000006
12,m3,KMTVC,0.600000024
12,m3,KPQUF,0.400000006
12,m3,KXHZX,0.600000024
12,m3,KYQVB,0.300000012
12,m3,LCSDI,0.959999979
12,m3,LJPBD,0.600000024
12,m3,LMKYB,0.400000006
12,m3,LVFGB,0.100000001
12,m3,LXMYX,0.25
12,m3,LYXBB,0.5
12,m3,MLVJZ,0.400000006
12,m3,MMOYA,0.699999988
12,m3,MNRLM,0.100000001
12,m3,MQOED,0.899999976
12,m3,MREFB,0.100000001
12,m3,MUPMA,0.449999988
12,m3,MYWHH,0.699999988
12,m3,NLTVU,0.5
12,m3,NQYQN,0.050000001
12,m3,OAKPV,0.200000003
12,m3,OCSVL,0.439999998
12,m3,ODNWH,0.200000003
12,m3,OOJMX,0.25
12,m3,OPAXV,0.100000001
12,m3,PEOLU,0.699999988
12,m3,PHTZT,0.150000006
12,m3,POXNY,0.400000006
12,m3,PYBWP,0.5
12,m3,PZCZV,0.300000012
12,m3,QECXS,0.400000006
12,m3,QHNUD,0.600000024
12,m3,QKAZU,0.400000006
12,m3,QRVVY,0.449999988
12,m3,QVBAP,0.949999988
12,m3,QXEPS,0.400000006
12,m3,REAVM,0.289999992
12,m3,RLFXE,0.150000006
12,m3,RRFWI,0.550000012
12,m3,RRKTM,1
12,m3,RSFYN,0.349999994
12,m3,SIBYL,0.25
12,m3,SLETN,0.5
12,m3,SLKSA,0.649999976
12,m3,SNJRM,0.800000012
12,m3,TPCGC,0.600000024
12,m3,USYLJ,0.600000024
12,m3,UUYLF,0.200000003
12,m3,UWXVV,0.5
12,m3,VTIEK,0.699999988
12,m3,VTWWG,0.5
12,m3,VWIIZ,0.600000024
12,m3,VWQJN,0.800000012
12,m3,VWTHZ,0.100000001
12,m3,WOZHY,0.899999976
12,m3,WSKMW,0.200000003
12,m3,WTZSC,0.400000006
12,m3,WVBUA,0.400000006
12,m3,XCRTP,0.300000012
12,m3,XYJIX,0.100000001
12,m3,YEXRD,0.5
12,m3,YGDVU,0.200000003
12,m3,YHEMK,0.400000006
12,m3,YHGBZ,0.5
12,m3,YIPBA,0.649999976
12,m3,YSSFZ,0.100000001
12,m3,ZCZJN,0.400000006
12,m3,ZDOYC,0.400000006
13,m2,AGNPX,
13,m2,AIRBM,
13,m2,ARLEI,
13,m2,BBECX,
13,m2,BHPTI,
13,m2,BIYDE,
13,m2,BKCFP,
13,m2,BNPKB,
13,m2,BZRFC,
13,m2,CHIBT,
13,m2,CHJWI,
13,m2,COGEW,
13,m2,CUCGB,
13,m2,CYLLX,
13,m2,CYWGM,
13,m2,DBEOL,
13,m2,DCRKI,
13,m2,DLIYI,
13,m2,DOPFI,
13,m2,DPJYN,
13,m2,DRIUI,
13,m2,DSMMR,
13,m2,DUYEG,
13,m2,EDRGS,
13,m2,EFVYH,
13,m2,EMHKN,
13,m2,FDEEF,
13,m2,FGOQM,
13,m2,FTHMZ,
13,m2,FZDWW,
13,m2,FZMNK,
13,m2,GLFJZ,
13,m2,GZRWQ,
13,m2,HARNQ,
13,m2,HBEWR,
13,m2,HBQXZ,
13,m2,HEJKB,
13,m2,HFNSC,
13,m2,HJBDQ,
13,m2,HJEZS,
13,m2,IBCCH,
13,m2,ITXLG,
13,m2,IXRCJ,
13,m2,JAYYJ,
13,m2,JDVOM,
13,m2,JFFDX,
13,m2,JJAGL,
13,m2,JUSNB,
13,m2,JVWRC,
13,m2,JXCTF,
13,m2,KBPUC,
13,m2,KCPRJ,
13,m2,KIYTT,
13,m2,KRWHP,
13,m2,KSQVW,
13,m2,LFMEQ,
13,m2,LYFOV,
13,m2,MHKGW,
13,m2,MLXQY,
13,m2,MPQVV,
13,m2,MWDSM,
13,m2,MWTSC,
13,m2,MXZEG,
13,m2,NDNSG,
13,m2,NERZB,
13,m2,OEXJH,
13,m2,OJYDQ,
13,m2,OLPSA,
13,m2,OPSPN,
13,m2,OTJYA,
13,m2,PDSGL,
13,m2,PGVWP,
13,m2,PPZPY,
13,m2,PVBVQ,
13,m2,PWJJQ,
13,m2,QCTQV,
13,m2,QRNNV,
13,m2,QYBZC,
13,m2,RJKJF,
13,m2,RKDZV,
13,m2,RKTOH,
13,m2,RQOBK,
13,m2,RTXTZ,
13,m2,RZIII,
13,m2,SKXRF,
13,m2,SNNRO,
13,m2,SOOYS,
13,m2,SVOWQ,
13,m2,SXMNT,
13,m2,TDFNU,
13,m2,TDLLY,
13,m2,TICTG,
13,m2,TLEEF,
13,m2,TNUTC,
13,m2,TPMTB,
13,m2,TQUSO,
13,m2,TVNAD,
13,m2,TYDLF,
13,m2,TZHAK,
13,m2,UFEYS,
13,m2,UONRK,
13,m2,UXMBH,
13,m2,UYSCS,
13,m2,VBFGR,
13,m2,VEOXL,
13,m2,VHWFI,
13,m2,VQQGL,
13,m2,VSYYJ,
13,m2,WEESC,
13,m2,WEZFA,
13,m2,WOVCG,
13,m2,WTOCY,
13,m2,WUKAA,
13,m2,XDCSW,
13,m2,XEPOZ,
13,m2,XJMAV,
13,m2,XMREM,
13,m2,XPQFY,
13,m2,YIQTI,
13,m2,YJPRG,
13,m2,YKWAH,
13,m2,YMKYG,
13,m2,YPCFD,
13,m2,YQXIE,
13,m2,YUMWF,
13,m2,YYYQL,
13,m2,ZHMDL,
13,m2,ZJGNP,
13,m3,AFKFA,0.699999988
13,m3,AYJQH,0.699999988
13,m3,BGRYT,1
13,m3,BNSRX,0.899999976
13,m3,BRCTI,0.800000012
13,m3,BUTQG,0.800000012
13,m3,BXBPO,1
13,m3,BYUFT,0.889999986
13,m3,CQEXW,0.600000024
13,m3,CTDTP,0.899999976
13,m3,CTPQT,0.600000024
13,m3,DDLIA,0.699999988
13,m3,DMIIF,0.949999988
13,m3,DOPUB,1
13,m3,EALGQ,0.600000024
13,m3,EXHNR,0.699999988
13,m3,FFVHW,0.800000012
13,m3,FJTDI,0.850000024
13,m3,FOMBY,0.899999976
13,m3,FRHWQ,0.850000024
13,m3,GCPKB,1
13,m3,GFHGK,0.949999988
13,m3,GLYRR,0.800000012
13,m3,GOQTH,0.800000012
13,m3,HDWQD,0.75
13,m3,HKTWT,0.800000012
13,m3,HSACH,0.800000012
13,m3,HWAXH,0.050000001
13,m3,HWHKM,0.649999976
13,m3,HXXGB,0.25
13,m3,IEZOP,0.200000003
13,m3,IKPCK,0.400000006
13,m3,IXIJM,0.270000011
13,m3,JDMRD,0.670000017
13,m3,JERHM,0.920000017
13,m3,JJWQH,0.899999976
13,m3,KGDEO,0.550000012
13,m3,KMTVC,0.899999976
13,m3,KPQUF,0.800000012
13,m3,KXHZX,0.699999988
13,m3,KYQVB,0.400000006
13,m3,LCSDI,0.959999979
13,m3,LJPBD,0.899999976
13,m3,LMKYB,0.400000006
13,m3,LVFGB,0.400000006
13,m3,LXMYX,0.600000024
13,m3,LYXBB,0.800000012
13,m3,MLVJZ,1
13,m3,MMOYA,1
13,m3,MNRLM,0.200000003
13,m3,MQOED,0.970000029
13,m3,MREFB,0.699999988
13,m3,MUPMA,0.899999976
13,m3,MYWHH,0.800000012
13,m3,NLTVU,0.75
13,m3,NQYQN,0.200000003
13,m3,OAKPV,0.200000003
13,m3,OCSVL,0.360000014
13,m3,ODNWH,0.400000006
13,m3,OOJMX,0.430000007
13,m3,OPAXV,0.800000012
13,m3,PEOLU,1
13,m3,PHTZT,0.649999976
13,m3,POXNY,0.600000024
13,m3,PYBWP,1
13,m3,PZCZV,0.400000006
13,m3,QECXS,0.800000012
13,m3,QHNUD,0.75
13,m3,QKAZU,0.300000012
13,m3,QRVVY,0.600000024
13,m3,QVBAP,0.850000024
13,m3,QXEPS,0.25
13,m3,REAVM,0.709999979
13,m3,RLFXE,0.75
13,m3,RRFWI,1
13,m3,RRKTM,1
13,m3,RSFYN,0.649999976
13,m3,SIBYL,0.400000006
13,m3,SLETN,0.800000012
13,m3,SLKSA,0.699999988
13,m3,SNJRM,0.800000012
13,m3,TPCGC,0.800000012
13,m3,USYLJ,0.800000012
13,m3,UUYLF,0.800000012
13,m3,UWXVV,0.899999976
13,m3,VTIEK,1
13,m3,VTWWG,0.699999988
13,m3,VWIIZ,0.800000012
13,m3,VWQJN,0.800000012
13,m3,VWTHZ,0.400000006
13,m3,WOZHY,0.75
13,m3,WSKMW,0.600000024
13,m3,WTZSC,0.400000006
13,m3,WVBUA,0.400000006
13,m3,XCRTP,0.200000003
13,m3,XYJIX,0.400000006
13,m3,YEXRD,0.200000003
13,m3,YGDVU,0.100000001
13,m3,YHEMK,0.800000012
13,m3,YHGBZ,0.600000024
13,m3,YIPBA,0.699999988
13,m3,YSSFZ,0.800000012
13,m3,ZCZJN,0.699999988
13,m3,ZDOYC,0.400000006
14,m2,AGNPX,
14,m2,AIRBM,
14,m2,ARLEI,
14,m2,BBECX,
14,m2,BHPTI,
14,m2,BIYDE,
14,m2,BKCFP,
14,m2,BNPKB,
14,m2,BZRFC,
14,m2,CHIBT,
14,m2,CHJWI,
14,m2,COGEW,
14,m2,CUCGB,
14,m2,CYLLX,
14,m2,CYWGM,
14,m2,DBEOL,
14,m2,DCRKI,
14,m2,DLIYI,
14,m2,DOPFI,
14,m2,DPJYN,
14,m2,DRIUI,
14,m2,DSMMR,
14,m2,DUYEG,
14,m2,EDRGS,
14,m2,EFVYH,
14,m2,EMHKN,
14,m2,FDEEF,
14,m2,FGOQM,
14,m2,FTHMZ,
14,m2,FZDWW,
14,m2,FZMNK,
14,m2,GLFJZ,
